KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T000866001,T000866002,T000866003,T000866004,T000866005,T000866006,T000866007,T000866008,T000866009,T000866010,T000866011,T000866012,T000866013
,,,,,,,総数,Ａ　管理的職業従事者,Ｂ　専門的・技術的職業従事者,Ｃ　事務従事者,Ｄ　販売従事者,Ｅ　サービス職業従事者,Ｆ　保安職業従事者,Ｇ　農林漁業従事者,Ｈ　生産工程従事者,Ｉ　輸送・機械運転従事者,Ｊ　建設・採掘従事者,Ｋ　運搬・清掃・包装等従事者,Ｌ　分類不能の職業
1234033001,3,北広島市,西の里北１丁目,0,,,180,-,23,22,16,26,4,3,19,10,31,19,7
1234033002,3,北広島市,西の里北２丁目,0,,,189,2,28,27,35,34,-,2,25,9,5,15,7
1234033003,3,北広島市,西の里北３丁目,0,,,196,4,20,31,29,30,4,1,20,8,16,19,14
1234033004,3,北広島市,西の里北４丁目,0,,,58,3,9,8,6,8,1,-,2,7,6,7,1
1234033005,3,北広島市,西の里北５丁目,0,,,101,2,23,22,4,13,2,2,10,1,3,16,3
12340340,2,北広島市,西の里東,0,,,883,24,173,158,134,106,14,17,81,49,41,62,24
1234034001,3,北広島市,西の里東１丁目,0,,,240,7,48,53,25,43,2,1,14,13,15,16,3
1234034002,3,北広島市,西の里東２丁目,0,,,179,6,32,30,21,19,3,3,23,14,5,13,10
1234034003,3,北広島市,西の里東３丁目,0,,,179,3,31,35,39,13,6,2,18,11,3,13,5
1234034004,3,北広島市,西の里東４丁目,0,,,285,8,62,40,49,31,3,11,26,11,18,20,6
12340350,2,北広島市,希望ヶ丘,0,,,1105,27,134,179,171,132,37,11,121,86,48,105,54
1234035001,3,北広島市,希望ヶ丘１丁目,0,,,169,5,16,22,29,28,4,-,21,15,5,16,8
1234035002,3,北広島市,希望ヶ丘２丁目,0,,,251,5,24,45,41,23,12,5,29,17,16,30,4
1234035003,3,北広島市,希望ヶ丘３丁目,0,,,188,2,22,32,35,24,6,-,17,17,6,19,8
1234035004,3,北広島市,希望ヶ丘４丁目,0,,,256,9,35,48,30,30,3,4,22,17,13,19,26
1234035005,3,北広島市,希望ヶ丘５丁目,0,,,241,6,37,32,36,27,12,2,32,20,8,21,8
12340360,2,北広島市,東共栄,0,,,1044,26,152,181,118,149,29,24,109,72,47,107,30
1234036001,3,北広島市,東共栄１丁目,0,,,347,8,55,64,32,58,8,5,37,25,12,37,6
1234036002,3,北広島市,東共栄２丁目,0,,,409,10,67,61,50,49,12,10,44,32,17,44,13
1234036003,3,北広島市,東共栄３丁目,0,,,136,3,17,29,18,19,6,4,14,8,5,6,7
1234036004,3,北広島市,東共栄４丁目,0,,,152,5,13,27,18,23,3,5,14,7,13,20,4
12340370,2,北広島市,大曲柏葉,0,,,1310,33,146,207,196,163,29,15,155,98,88,128,52
1234037001,3,北広島市,大曲柏葉１丁目,0,,,195,7,30,38,27,16,4,4,19,8,19,15,8
1234037002,3,北広島市,大曲柏葉２丁目,0,,,287,7,39,51,43,43,7,4,23,16,17,30,7
1234037003,3,北広島市,大曲柏葉３丁目,0,,,234,7,19,38,34,31,2,3,31,20,15,20,14
1234037004,3,北広島市,大曲柏葉４丁目,0,,,257,4,26,37,42,35,6,-,33,18,20,22,14
1234037005,3,北広島市,大曲柏葉５丁目,0,,,337,8,32,43,50,38,10,4,49,36,17,41,9
12340380,2,北広島市,大曲南ヶ丘,0,,,1457,24,123,192,206,164,30,20,175,146,109,191,77
1234038001,3,北広島市,大曲南ヶ丘１丁目,0,,,244,3,19,31,41,35,5,5,30,24,13,22,16
1234038002,3,北広島市,大曲南ヶ丘２丁目,0,,,278,6,23,39,42,25,8,2,22,30,26,37,18
1234038003,3,北広島市,大曲南ヶ丘３丁目,0,,,381,6,33,58,43,41,8,6,47,39,22,53,25
1234038004,3,北広島市,大曲南ヶ丘４丁目,0,,,301,6,29,34,49,30,4,5,43,31,24,36,10
1234038005,3,北広島市,大曲南ヶ丘５丁目,0,,,253,3,19,30,31,33,5,2,33,22,24,43,8
12340390,2,北広島市,大曲中央,0,,,545,14,62,78,82,73,13,4,55,43,34,55,32
1234039001,3,北広島市,大曲中央１丁目,0,,,210,5,21,31,31,32,6,1,14,16,8,22,23
1234039002,3,北広島市,大曲中央２丁目,0,,,85,3,15,9,11,15,2,1,6,7,5,5,6
1234039003,3,北広島市,大曲中央３丁目,0,,,250,6,26,38,40,26,5,2,35,20,21,28,3
12340400,2,北広島市,大曲工業団地,0,,,24,1,-,3,4,-,-,-,2,1,9,3,1
1234040001,3,北広島市,大曲工業団地１丁目,1,,40007,17,-,-,3,4,-,-,-,2,1,3,3,1
1234040002,3,北広島市,大曲工業団地２丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1234040003,3,北広島市,大曲工業団地３丁目,2,40005,,X,X,X,X,X,X,X,X,X,X,X,X,X
1234040004,3,北広島市,大曲工業団地４丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1234040005,3,北広島市,大曲工業団地５丁目,1,,40003,7,1,-,-,-,-,-,-,-,-,6,-,-
1234040006,3,北広島市,大曲工業団地６丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1234040007,3,北広島市,大曲工業団地７丁目,2,40001,,X,X,X,X,X,X,X,X,X,X,X,X,X
1234040008,3,北広島市,大曲工業団地８丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
12340410,2,北広島市,大曲末広,0,,,1309,32,133,186,216,165,24,18,148,85,111,150,41
1234041001,3,北広島市,大曲末広１丁目,0,,,178,3,19,21,46,16,5,3,19,8,15,19,4
1234041002,3,北広島市,大曲末広２丁目,0,,,330,12,28,58,51,29,6,7,48,23,19,42,7
1234041003,3,北広島市,大曲末広３丁目,0,,,435,7,48,59,73,63,6,7,44,29,44,47,8
1234041004,3,北広島市,大曲末広４丁目,0,,,42,2,7,2,2,14,1,-,4,5,4,1,-
1234041005,3,北広島市,大曲末広５丁目,0,,,122,3,11,16,16,19,2,-,16,7,10,14,8
1234041006,3,北広島市,大曲末広６丁目,0,,,108,3,10,16,13,13,3,-,12,7,8,14,9
1234041007,3,北広島市,大曲末広７丁目,0,,,94,2,10,14,15,11,1,1,5,6,11,13,5
12340420,2,北広島市,大曲緑ヶ丘,0,,,1643,40,192,245,256,218,43,12,195,122,121,158,41
1234042001,3,北広島市,大曲緑ヶ丘１丁目,0,,,252,5,23,41,39,37,8,3,29,22,15,22,8
1234042002,3,北広島市,大曲緑ヶ丘２丁目,0,,,254,9,24,36,35,38,6,-,37,22,19,25,3
1234042003,3,北広島市,大曲緑ヶ丘３丁目,0,,,209,1,19,29,29,27,4,-,28,17,21,29,5
1234042004,3,北広島市,大曲緑ヶ丘４丁目,0,,,150,7,11,17,30,12,3,4,17,15,16,17,1
1234042005,3,北広島市,大曲緑ヶ丘５丁目,0,,,252,3,36,41,41,33,7,1,34,15,16,20,5
1234042006,3,北広島市,大曲緑ヶ丘６丁目,0,,,126,1,19,15,18,15,3,1,14,10,7,17,6
1234042007,3,北広島市,大曲緑ヶ丘７丁目,0,,,400,14,60,66,64,56,12,3,36,21,27,28,13
12340430,2,北広島市,大曲光,0,,,865,23,136,158,143,97,44,7,59,48,39,62,49
1234043001,3,北広島市,大曲光１丁目,0,,,224,9,36,44,32,30,17,3,15,6,11,12,9
1234043002,3,北広島市,大曲光２丁目,0,,,195,4,26,27,32,29,6,1,13,13,8,15,21
1234043003,3,北広島市,大曲光３丁目,0,,,145,2,27,23,28,17,10,-,13,6,4,10,5
1234043004,3,北広島市,大曲光４丁目,0,,,301,8,47,64,51,21,11,3,18,23,16,25,14
12340440,2,北広島市,大曲並木,0,,,677,14,66,97,108,87,18,2,74,47,51,78,35
1234044001,3,北広島市,大曲並木１丁目,0,,,18,-,3,-,4,-,1,-,2,-,1,2,5
1234044002,3,北広島市,大曲並木２丁目,0,,,405,8,36,59,67,52,12,1,42,29,30,50,19
1234044003,3,北広島市,大曲並木３丁目,0,,,254,6,27,38,37,35,5,1,30,18,20,26,11
12340450,2,北広島市,大曲幸町,0,,,254,8,30,22,38,20,8,9,27,22,22,22,26
1234045001,3,北広島市,大曲幸町１丁目,0,,,91,4,3,8,14,7,2,4,11,12,6,13,7
1234045002,3,北広島市,大曲幸町２丁目,0,,,80,1,18,8,10,6,1,2,6,6,12,5,5
1234045003,3,北広島市,大曲幸町３丁目,0,,,61,-,5,4,13,7,4,1,9,3,2,3,10
1234045004,3,北広島市,大曲幸町４丁目,1,,45005,22,3,4,2,1,-,1,2,1,1,2,1,4
1234045005,3,北広島市,大曲幸町５丁目,2,45004,,X,X,X,X,X,X,X,X,X,X,X,X,X
1234045006,3,北広島市,大曲幸町６丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1234045007,3,北広島市,大曲幸町７丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
12340460,2,北広島市,輪厚中央,0,,,655,13,70,83,69,113,21,13,79,45,50,65,34
1234046001,3,北広島市,輪厚中央１丁目,0,,,114,2,15,18,14,21,6,2,10,8,4,12,2
1234046002,3,北広島市,輪厚中央２丁目,0,,,69,2,10,12,6,8,6,4,8,3,3,4,3
1234046003,3,北広島市,輪厚中央３丁目,0,,,258,5,23,23,29,48,4,5,40,17,26,22,16
1234046004,3,北広島市,輪厚中央４丁目,0,,,187,2,19,25,19,35,4,-,21,16,15,23,8
1234046005,3,北広島市,輪厚中央５丁目,0,,,27,2,3,5,1,1,1,2,-,1,2,4,5
12340470,2,北広島市,輪厚元町,0,,,8,-,3,1,1,-,-,3,-,-,-,-,-
1234047001,3,北広島市,輪厚元町１丁目,0,,,8,-,3,1,1,-,-,3,-,-,-,-,-
1234047002,3,北広島市,輪厚元町２丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1235,1,石狩市,,0,,,26136,632,2756,4354,3253,2903,401,1158,3020,1693,2044,2629,1293
12350510,2,石狩市,花川北七条,0,,,193,3,10,32,17,23,4,4,32,18,15,20,15
1235051001,3,石狩市,花川北七条１丁目,2,51002,,X,X,X,X,X,X,X,X,X,X,X,X,X
1235051002,3,石狩市,花川北七条２丁目,1,,51001,108,1,7,19,10,14,3,1,18,8,7,9,11
1235051003,3,石狩市,花川北七条３丁目,0,,,85,2,3,13,7,9,1,3,14,10,8,11,4
12350520,2,石狩市,花川北六条,0,,,953,29,100,150,102,133,15,14,126,76,64,96,48
1235052001,3,石狩市,花川北六条１丁目,0,,,91,4,8,16,11,10,1,3,10,8,5,8,7
1235052002,3,石狩市,花川北六条２丁目,0,,,272,2,24,38,31,39,4,3,32,22,19,38,20
1235052003,3,石狩市,花川北六条３丁目,0,,,215,5,20,33,18,39,2,4,32,22,11,20,9
1235052004,3,石狩市,花川北六条４丁目,0,,,152,9,21,25,19,16,4,1,25,11,8,13,-
1235052005,3,石狩市,花川北六条５丁目,0,,,223,9,27,38,23,29,4,3,27,13,21,17,12
12350530,2,石狩市,花川北五条,0,,,333,14,45,57,35,27,4,4,61,22,16,41,7
1235053001,3,石狩市,花川北五条１丁目,0,,,121,5,24,17,14,10,1,-,15,8,8,13,6
1235053002,3,石狩市,花川北五条２丁目,0,,,132,5,13,23,16,12,2,4,20,10,7,19,1
1235053003,3,石狩市,花川北五条３丁目,0,,,80,4,8,17,5,5,1,-,26,4,1,9,-
12350540,2,石狩市,花川北四条,0,,,937,38,112,167,130,101,15,8,108,52,73,95,38
1235054001,3,石狩市,花川北四条１丁目,0,,,100,6,12,18,10,5,4,2,6,4,10,9,14
1235054002,3,石狩市,花川北四条２丁目,0,,,320,17,52,61,41,26,2,1,37,17,28,30,8
1235054003,3,石狩市,花川北四条３丁目,0,,,259,3,17,34,35,47,3,3,40,15,17,37,8
1235054004,3,石狩市,花川北四条４丁目,0,,,121,5,18,26,20,11,4,1,9,8,9,6,4
1235054005,3,石狩市,花川北四条５丁目,0,,,137,7,13,28,24,12,2,1,16,8,9,13,4
12350550,2,石狩市,花川北三条,0,,,1108,32,149,198,159,126,14,16,128,74,57,114,41
1235055001,3,石狩市,花川北三条１丁目,0,,,147,9,25,31,26,11,2,2,19,4,3,10,5
1235055002,3,石狩市,花川北三条２丁目,0,,,163,4,21,29,28,22,-,3,17,10,12,12,5
1235055003,3,石狩市,花川北三条３丁目,0,,,354,4,37,47,46,48,6,5,44,36,21,45,15
1235055004,3,石狩市,花川北三条４丁目,0,,,118,2,24,27,13,18,2,3,9,7,5,7,1
1235055005,3,石狩市,花川北三条５丁目,0,,,151,5,21,26,27,12,-,3,18,10,6,17,6
1235055006,3,石狩市,花川北三条６丁目,0,,,175,8,21,38,19,15,4,-,21,7,10,23,9
12350560,2,石狩市,花川北二条,0,,,1169,40,170,215,153,114,13,13,112,60,87,123,69
1235056001,3,石狩市,花川北二条１丁目,0,,,146,4,29,30,18,13,3,-,9,4,8,23,5
1235056002,3,石狩市,花川北二条２丁目,0,,,213,6,36,33,25,21,1,2,28,10,21,20,10
1235056003,3,石狩市,花川北二条３丁目,0,,,154,1,18,31,25,13,3,2,10,13,8,16,14
1235056004,3,石狩市,花川北二条４丁目,0,,,196,8,22,36,28,24,1,3,18,15,9,19,13
1235056005,3,石狩市,花川北二条５丁目,0,,,204,12,33,42,24,16,2,2,12,6,20,20,15
1235056006,3,石狩市,花川北二条６丁目,0,,,256,9,32,43,33,27,3,4,35,12,21,25,12
12350570,2,石狩市,花川北一条,0,,,1330,38,153,222,188,146,13,22,159,78,101,138,72
1235057001,3,石狩市,花川北一条１丁目,0,,,252,10,23,44,29,31,4,5,30,14,18,31,13
1235057002,3,石狩市,花川北一条２丁目,0,,,298,12,36,48,46,31,3,11,38,17,19,23,14
1235057003,3,石狩市,花川北一条３丁目,0,,,182,5,35,42,23,20,2,2,8,6,14,18,7
1235057004,3,石狩市,花川北一条４丁目,0,,,200,4,14,29,23,31,2,1,21,20,16,28,11
1235057005,3,石狩市,花川北一条５丁目,1,,57006,398,7,45,59,67,33,2,3,62,21,34,38,27
1235057006,3,石狩市,花川北一条６丁目,2,57005,,X,X,X,X,X,X,X,X,X,X,X,X,X
12350580,2,石狩市,花川南一条,0,,,1587,34,149,241,203,214,18,15,211,112,122,158,110
1235058001,3,石狩市,花川南一条１丁目,0,,,294,8,31,42,35,37,4,5,29,21,22,36,24
1235058002,3,石狩市,花川南一条２丁目,0,,,289,3,20,44,41,38,5,2,39,23,32,27,15
1235058003,3,石狩市,花川南一条３丁目,0,,,280,9,26,52,27,47,2,1,31,24,16,24,21
1235058004,3,石狩市,花川南一条４丁目,0,,,295,6,20,33,44,38,3,3,38,22,16,40,32
1235058005,3,石狩市,花川南一条５丁目,0,,,247,4,29,44,33,29,3,1,37,17,20,17,13
1235058006,3,石狩市,花川南一条６丁目,0,,,182,4,23,26,23,25,1,3,37,5,16,14,5
12350590,2,石狩市,花川南二条,0,,,1487,41,145,231,199,170,23,7,169,125,141,162,74
1235059001,3,石狩市,花川南二条１丁目,0,,,135,2,18,17,11,14,2,1,15,8,19,14,14
1235059002,3,石狩市,花川南二条２丁目,0,,,210,6,20,29,35,27,2,-,23,15,20,17,16
1235059003,3,石狩市,花川南二条３丁目,0,,,261,3,28,44,39,25,7,1,28,23,21,28,14
1235059004,3,石狩市,花川南二条４丁目,0,,,307,9,19,49,34,37,6,2,45,27,28,41,10
1235059005,3,石狩市,花川南二条５丁目,0,,,254,10,27,47,37,32,1,-,23,23,26,23,5
1235059006,3,石狩市,花川南二条６丁目,1,,061005;061006;0680,320,11,33,45,43,35,5,3,35,29,27,39,15
12350600,2,石狩市,花川南三条,0,,,852,25,83,140,89,84,10,7,123,72,80,100,39
1235060001,3,石狩市,花川南三条１丁目,0,,,161,5,22,20,12,16,2,3,24,18,16,18,5
1235060002,3,石狩市,花川南三条２丁目,0,,,215,6,19,31,33,17,2,1,39,18,24,20,5
1235060003,3,石狩市,花川南三条３丁目,0,,,209,6,21,40,17,23,1,2,19,15,23,29,13
1235060004,3,石狩市,花川南三条４丁目,0,,,258,7,18,47,26,26,5,1,41,21,17,33,16
1235060005,3,石狩市,花川南三条５丁目,0,,,9,1,3,2,1,2,-,-,-,-,-,-,-
12350610,2,石狩市,花川南四条,0,,,951,18,80,137,113,106,15,8,139,72,74,110,79
1235061001,3,石狩市,花川南四条１丁目,0,,,327,8,35,36,41,32,5,5,52,32,23,33,25
1235061002,3,石狩市,花川南四条２丁目,0,,,289,4,21,52,29,31,4,3,43,21,24,39,18
1235061003,3,石狩市,花川南四条３丁目,0,,,185,4,11,29,27,22,3,-,30,12,16,20,11
1235061004,3,石狩市,花川南四条４丁目,0,,,150,2,13,20,16,21,3,-,14,7,11,18,25
1235061005,3,石狩市,花川南四条５丁目,2,59006,,X,X,X,X,X,X,X,X,X,X,X,X,X
1235061006,3,石狩市,花川南四条６丁目,2,59006,,X,X,X,X,X,X,X,X,X,X,X,X,X
12350620,2,石狩市,花川南五条,0,,,1241,23,128,198,165,159,22,9,144,71,113,132,77
1235062001,3,石狩市,花川南五条１丁目,0,,,251,5,32,49,29,25,3,4,32,14,26,21,11
1235062002,3,石狩市,花川南五条２丁目,0,,,279,5,32,38,44,35,6,1,29,10,19,37,23
1235062003,3,石狩市,花川南五条３丁目,0,,,261,3,18,35,29,50,4,2,30,27,23,26,14
1235062004,3,石狩市,花川南五条４丁目,0,,,293,8,25,53,39,33,5,2,31,12,33,31,21
1235062005,3,石狩市,花川南五条５丁目,0,,,157,2,21,23,24,16,4,-,22,8,12,17,8
1235062006,3,石狩市,花川南五条６丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
12350630,2,石狩市,花川南六条,0,,,1381,24,138,219,179,156,16,10,173,113,106,144,103
1235063001,3,石狩市,花川南六条１丁目,0,,,307,2,28,47,40,35,4,1,38,29,26,41,16
1235063002,3,石狩市,花川南六条２丁目,0,,,352,9,34,60,48,32,5,3,39,24,29,29,40
1235063003,3,石狩市,花川南六条３丁目,0,,,288,5,32,46,31,41,4,3,36,29,18,29,14
1235063004,3,石狩市,花川南六条４丁目,0,,,325,8,35,49,42,33,2,3,49,19,24,33,28
1235063005,3,石狩市,花川南六条５丁目,0,,,109,-,9,17,18,15,1,-,11,12,9,12,5
12350640,2,石狩市,花川南七条,0,,,1092,26,114,194,138,121,18,13,143,71,100,117,37
1235064001,3,石狩市,花川南七条１丁目,0,,,243,6,28,44,29,19,1,7,38,17,23,28,3
1235064002,3,石狩市,花川南七条２丁目,0,,,224,8,18,45,23,30,4,2,28,13,24,20,9
1235064003,3,石狩市,花川南七条３丁目,0,,,287,4,26,46,34,34,6,2,41,22,29,33,10
1235064004,3,石狩市,花川南七条４丁目,0,,,298,6,27,54,43,36,7,2,30,19,23,36,15
1235064005,3,石狩市,花川南七条５丁目,0,,,40,2,15,5,9,2,-,-,6,-,1,-,-
12350650,2,石狩市,花川南八条,0,,,904,25,115,158,118,108,9,11,83,55,94,102,26
1235065001,3,石狩市,花川南八条１丁目,0,,,253,11,31,49,38,20,-,5,21,18,24,28,8
1235065002,3,石狩市,花川南八条２丁目,0,,,222,5,27,47,29,25,5,1,18,15,20,27,3
1235065003,3,石狩市,花川南八条３丁目,0,,,186,5,24,32,22,36,-,5,14,8,17,22,1
1235065004,3,石狩市,花川南八条４丁目,0,,,229,4,29,28,27,25,4,-,29,14,30,25,14
1235065005,3,石狩市,花川南八条５丁目,0,,,14,-,4,2,2,2,-,-,1,-,3,-,-
12350660,2,石狩市,花川南九条,0,,,930,27,76,161,133,119,11,10,123,55,95,77,43
1235066001,3,石狩市,花川南九条１丁目,0,,,181,9,11,24,22,28,2,2,25,13,23,17,5
1235066002,3,石狩市,花川南九条２丁目,0,,,320,7,25,54,51,36,6,4,46,17,28,23,23
1235066003,3,石狩市,花川南九条３丁目,0,,,338,8,35,59,51,43,2,4,39,22,35,30,10
1235066004,3,石狩市,花川南九条４丁目,1,,66005,91,3,5,24,9,12,1,-,13,3,9,7,5
1235066005,3,石狩市,花川南九条５丁目,2,66004,,X,X,X,X,X,X,X,X,X,X,X,X,X
12350670,2,石狩市,花川南十条,0,,,626,20,53,113,91,57,15,2,86,37,59,61,32
1235067001,3,石狩市,花川南十条１丁目,0,,,77,-,8,10,16,10,3,-,7,4,4,7,8
1235067002,3,石狩市,花川南十条２丁目,0,,,289,7,27,59,31,26,6,1,41,22,25,32,12
1235067003,3,石狩市,花川南十条３丁目,1,,67004,260,13,18,44,44,21,6,1,38,11,30,22,12
1235067004,3,石狩市,花川南十条４丁目,2,67003,,X,X,X,X,X,X,X,X,X,X,X,X,X
12350680,2,石狩市,花川,2,59006,,X,X,X,X,X,X,X,X,X,X,X,X,X
12350691,2,石狩市,花川東一条,0,,,315,8,36,46,28,44,2,5,32,32,33,30,19
1235069101,3,石狩市,花川東一条１丁目,0,,,28,2,2,4,6,2,-,-,4,2,2,4,-
1235069102,3,石狩市,花川東一条２丁目,0,,,103,3,12,18,7,12,1,-,12,10,9,12,7
1235069103,3,石狩市,花川東一条３丁目,0,,,122,3,14,17,11,17,1,4,10,14,13,11,7
1235069104,3,石狩市,花川東一条４丁目,0,,,62,-,8,7,4,13,-,1,6,6,9,3,5
12350692,2,石狩市,花川東２条,0,,,148,4,10,21,16,15,1,5,21,21,10,18,6
1235069201,3,石狩市,花川東２条１丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1235069202,3,石狩市,花川東２条２丁目,0,,,117,3,9,15,12,13,1,3,19,17,9,14,2
1235069203,3,石狩市,花川東２条３丁目,0,,,31,1,1,6,4,2,-,2,2,4,1,4,4
12350693,2,石狩市,花川東,0,,,53,-,-,3,2,11,1,18,4,3,3,6,2
12350700,2,石狩市,緑苑台中央,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
12350710,2,石狩市,緑苑台東１条,0,,,271,6,37,60,53,18,11,-,22,13,13,19,19
1235071001,3,石狩市,緑苑台東１条１丁目,0,,,135,6,13,35,23,9,5,-,10,8,5,13,8
1235071002,3,石狩市,緑苑台東１条２丁目,0,,,136,-,24,25,30,9,6,-,12,5,8,6,11
12350720,2,石狩市,緑苑台東二条,0,,,412,7,65,85,59,38,9,4,43,17,25,31,29
1235072001,3,石狩市,緑苑台東二条１丁目,0,,,191,3,33,39,25,22,3,2,18,10,9,15,12
1235072002,3,石狩市,緑苑台東二条２丁目,0,,,221,4,32,46,34,16,6,2,25,7,16,16,17
12350730,2,石狩市,緑苑台東三条,0,,,687,29,108,135,108,70,18,6,51,32,42,52,36
1235073001,3,石狩市,緑苑台東三条１丁目,0,,,118,6,21,21,16,17,2,-,10,6,4,9,6
1235073002,3,石狩市,緑苑台東三条２丁目,0,,,212,9,29,49,32,20,7,2,16,11,13,15,9
1235073003,3,石狩市,緑苑台東三条３丁目,0,,,357,14,58,65,60,33,9,4,25,15,25,28,21
12350740,2,石狩市,樽川,0,,,33,1,2,3,6,1,-,12,2,3,1,2,-
12350750,2,石狩市,樽川五条,0,,,178,1,19,39,24,12,6,2,25,9,15,10,16
1235075001,3,石狩市,樽川五条１丁目,0,,,37,-,1,7,4,3,2,-,8,-,4,7,1
