KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T000865001,T000865002,T000865003,T000865004,T000865005,T000865006,T000865007,T000865008,T000865009,T000865010,T000865011,T000865012,T000865013,T000865014,T000865015,T000865016,T000865017,T000865018,T000865019,T000865020,T000865021,T000865022,T000865023,T000865024,T000865025
,,,,,,,総数,Ａ　農業、林業,　うち農業,Ｂ　漁業,Ｃ　鉱業、採石業、砂利採取業,Ｄ　建設業,Ｅ　製造業,Ｆ　電気・ガス・熱供給・水道業,Ｇ　情報通信業,Ｈ　運輸業、郵便業,Ｉ　卸売業、小売業,Ｊ　金融業、保険業,Ｋ　不動産業、物品賃貸業,Ｌ　学術研究、専門・技術サービス業,Ｍ　宿泊業、飲食サービス業,Ｎ　生活関連サービス業、娯楽業,Ｏ　教育、学習支援業,Ｐ　医療、福祉,Ｑ　複合サービス事業,Ｒ　サービス業（他に分類されないもの）,Ｓ　公務（他に分類されるものを除く）,Ｔ　分類不能の産業,雇用者（役員を含む）,自営業主（家庭内職者を含む）,家族従業者
1636024010,3,十勝総合振興局清水町,南三条１０丁目,1,,024011;025009;025010,21,1,1,-,-,2,-,-,-,1,-,1,-,-,5,-,-,6,1,-,4,-,20,1,-
1636024011,3,十勝総合振興局清水町,南三条１１丁目,2,24010,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1636024012,3,十勝総合振興局清水町,南三条１２丁目,0,,,24,4,4,-,-,3,4,-,-,2,4,-,-,1,-,-,-,3,2,-,1,-,24,-,-
1636024013,3,十勝総合振興局清水町,南三条１３丁目,0,,,7,-,-,-,-,1,1,-,-,-,-,-,-,-,1,1,-,-,1,1,1,-,7,-,-
16360250,2,十勝総合振興局清水町,南四条,0,,,150,10,10,-,1,11,14,1,-,3,35,3,1,-,7,6,2,21,14,3,16,2,132,11,5
1636025001,3,十勝総合振興局清水町,南四条１丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1636025002,3,十勝総合振興局清水町,南四条２丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1636025003,3,十勝総合振興局清水町,南四条３丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1636025004,3,十勝総合振興局清水町,南四条４丁目,0,,,6,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,1,-,4,2,-
1636025005,3,十勝総合振興局清水町,南四条５丁目,0,,,9,-,-,-,-,2,-,1,-,-,3,-,-,-,-,-,1,-,-,1,1,-,9,-,-
1636025006,3,十勝総合振興局清水町,南四条６丁目,0,,,52,3,3,-,-,5,6,-,-,-,5,-,1,-,6,2,1,8,6,1,7,1,45,2,4
1636025007,3,十勝総合振興局清水町,南四条７丁目,0,,,40,3,3,-,-,1,2,-,-,1,14,1,-,-,1,1,-,8,4,-,4,-,35,4,1
1636025008,3,十勝総合振興局清水町,南四条８丁目,0,,,15,1,1,-,-,-,2,-,-,1,4,1,-,-,-,3,-,-,2,-,1,-,13,2,-
1636025009,3,十勝総合振興局清水町,南四条９丁目,2,24010,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1636025010,3,十勝総合振興局清水町,南四条１０丁目,2,24010,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1636025011,3,十勝総合振興局清水町,南四条１１丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1636025012,3,十勝総合振興局清水町,南四条１２丁目,0,,,11,2,2,-,-,-,-,-,-,1,1,1,-,-,-,-,-,1,1,1,2,1,9,1,-
1636025013,3,十勝総合振興局清水町,南四条１３丁目,0,,,17,-,-,-,1,3,4,-,-,-,8,-,-,-,-,-,-,-,1,-,-,-,17,-,-
16360260,2,十勝総合振興局清水町,南五条,0,,,76,5,5,-,1,9,25,-,1,7,4,1,-,1,4,-,1,10,-,3,3,1,66,4,1
1636026001,3,十勝総合振興局清水町,南五条１丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1636026002,3,十勝総合振興局清水町,南五条２丁目,0,,,12,-,-,-,-,-,10,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,12,-,-
1636026003,3,十勝総合振興局清水町,南五条３丁目,0,,,11,-,-,-,-,1,6,-,-,-,-,-,-,-,2,-,-,1,-,-,-,1,9,1,-
1636026004,3,十勝総合振興局清水町,南五条４丁目,1,,27006,8,-,-,-,-,1,2,-,-,-,1,-,-,-,-,-,1,2,-,-,1,-,8,-,-
1636026006,3,十勝総合振興局清水町,南五条６丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1636026008,3,十勝総合振興局清水町,南五条８丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1636026009,3,十勝総合振興局清水町,南五条９丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1636026010,3,十勝総合振興局清水町,南五条１０丁目,2,26011,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1636026011,3,十勝総合振興局清水町,南五条１１丁目,1,,26010,6,-,-,-,1,-,-,-,-,3,-,-,-,-,1,-,-,1,-,-,-,-,6,-,-
1636026012,3,十勝総合振興局清水町,南五条１２丁目,1,,27012,39,5,5,-,-,7,7,-,1,4,2,1,-,1,1,-,-,5,-,3,2,-,31,3,1
16360270,2,十勝総合振興局清水町,南六条,0,,,28,4,4,-,-,4,8,-,-,2,2,-,2,-,-,-,-,3,1,2,-,-,24,2,2
1636027004,3,十勝総合振興局清水町,南六条４丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1636027006,3,十勝総合振興局清水町,南六条６丁目,2,26004,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1636027010,3,十勝総合振興局清水町,南六条１０丁目,0,,,28,4,4,-,-,4,8,-,-,2,2,-,2,-,-,-,-,3,1,2,-,-,24,2,2
1636027011,3,十勝総合振興局清水町,南六条１１丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1636027012,3,十勝総合振興局清水町,南六条１２丁目,2,26012,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
16360280,2,十勝総合振興局清水町,南七条,0,,,107,10,10,-,-,9,9,-,-,6,7,1,-,2,6,2,4,27,6,2,13,3,100,4,-
1636028006,3,十勝総合振興局清水町,南七条６丁目,0,,,45,2,2,-,-,6,3,-,-,4,-,1,-,-,2,1,3,11,2,-,8,2,42,1,-
1636028007,3,十勝総合振興局清水町,南七条７丁目,0,,,26,3,3,-,-,-,3,-,-,1,2,-,-,-,2,-,1,13,-,1,-,-,25,1,-
1636028009,3,十勝総合振興局清水町,南七条９丁目,0,,,14,3,3,-,-,1,2,-,-,-,1,-,-,1,1,-,-,3,-,-,1,1,12,1,-
1636028010,3,十勝総合振興局清水町,南七条１０丁目,0,,,22,2,2,-,-,2,1,-,-,1,4,-,-,1,1,1,-,-,4,1,4,-,21,1,-
16360290,2,十勝総合振興局清水町,南八条,0,,,77,7,7,-,-,6,10,-,-,9,9,-,-,3,2,1,2,10,2,6,9,1,68,5,3
1636029004,3,十勝総合振興局清水町,南八条４丁目,2,29006,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1636029006,3,十勝総合振興局清水町,南八条６丁目,1,,29004,12,-,-,-,-,1,1,-,-,1,2,-,-,-,2,1,-,2,1,1,-,-,9,2,1
1636029007,3,十勝総合振興局清水町,南八条７丁目,0,,,14,2,2,-,-,-,3,-,-,2,1,-,-,-,-,-,1,2,-,-,3,-,13,-,1
1636029008,3,十勝総合振興局清水町,南八条８丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1636029009,3,十勝総合振興局清水町,南八条９丁目,0,,,22,4,4,-,-,1,-,-,-,1,2,-,-,1,-,-,1,4,-,2,6,-,21,1,-
1636029010,3,十勝総合振興局清水町,南八条１０丁目,0,,,29,1,1,-,-,4,6,-,-,5,4,-,-,2,-,-,-,2,1,3,-,1,25,2,1
16360300,2,十勝総合振興局清水町,南九条,0,,,87,11,11,-,-,4,24,1,-,12,4,-,2,1,1,2,7,8,2,4,4,-,81,4,2
1636030006,3,十勝総合振興局清水町,南九条６丁目,0,,,10,1,1,-,-,-,3,-,-,-,-,-,1,1,-,-,3,1,-,-,-,-,10,-,-
1636030007,3,十勝総合振興局清水町,南九条７丁目,0,,,33,4,4,-,-,2,10,-,-,7,2,-,1,-,-,2,-,5,-,-,-,-,33,-,-
1636030008,3,十勝総合振興局清水町,南九条８丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1636030009,3,十勝総合振興局清水町,南九条９丁目,0,,,22,1,1,-,-,-,5,-,-,4,1,-,-,-,-,-,3,1,2,2,3,-,19,2,1
1636030010,3,十勝総合振興局清水町,南九条１０丁目,0,,,22,5,5,-,-,2,6,1,-,1,1,-,-,-,1,-,1,1,-,2,1,-,19,2,1
16360310,2,十勝総合振興局清水町,南十条,0,,,136,13,13,-,-,10,32,-,-,9,23,2,1,1,8,7,2,11,6,10,1,-,128,6,2
1636031006,3,十勝総合振興局清水町,南十条６丁目,0,,,31,4,4,-,-,2,10,-,-,2,5,-,-,1,1,1,1,1,1,2,-,-,27,4,-
1636031007,3,十勝総合振興局清水町,南十条７丁目,0,,,24,1,1,-,-,1,8,-,-,2,5,-,-,-,1,-,-,4,-,2,-,-,24,-,-
1636031008,3,十勝総合振興局清水町,南十条８丁目,0,,,16,2,2,-,-,3,2,-,-,1,3,-,-,-,2,1,1,-,1,-,-,-,16,-,-
1636031009,3,十勝総合振興局清水町,南十条９丁目,0,,,37,1,1,-,-,2,10,-,-,2,7,1,-,-,2,3,-,3,4,1,1,-,34,2,1
1636031010,3,十勝総合振興局清水町,南十条１０丁目,0,,,28,5,5,-,-,2,2,-,-,2,3,1,1,-,2,2,-,3,-,5,-,-,27,-,1
16360320,2,十勝総合振興局清水町,南一条西,0,,,73,7,7,-,-,3,5,1,-,6,6,-,-,-,2,1,2,16,14,2,5,3,67,2,1
1636032001,3,十勝総合振興局清水町,南一条西１丁目,2,12002,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1636032002,3,十勝総合振興局清水町,南一条西２丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1636032003,3,十勝総合振興局清水町,南一条西３丁目,0,,,9,-,-,-,-,-,1,-,-,2,4,-,-,-,1,-,-,-,-,-,1,-,7,1,1
1636032004,3,十勝総合振興局清水町,南一条西４丁目,0,,,7,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,1,2,-,2,-,-,7,-,-
1636032005,3,十勝総合振興局清水町,南一条西５丁目,0,,,7,1,1,-,-,1,-,-,-,-,1,-,-,-,-,1,1,1,-,-,1,-,7,-,-
1636032006,3,十勝総合振興局清水町,南一条西６丁目,0,,,36,1,1,-,-,-,3,-,-,2,-,-,-,-,1,-,-,11,13,-,2,3,33,-,-
1636032007,3,十勝総合振興局清水町,南一条西７丁目,1,,32008,14,5,5,-,-,2,1,1,-,-,1,-,-,-,-,-,-,2,1,-,1,-,13,1,-
1636032008,3,十勝総合振興局清水町,南一条西８丁目,2,32007,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1636032009,3,十勝総合振興局清水町,南一条西９丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1636032010,3,十勝総合振興局清水町,南一条西１０丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16360330,2,十勝総合振興局清水町,南二条西,0,,,77,4,4,-,-,10,12,-,-,4,9,1,-,-,3,-,2,19,3,5,4,1,75,-,-
1636033001,3,十勝総合振興局清水町,南二条西１丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1636033002,3,十勝総合振興局清水町,南二条西２丁目,0,,,13,-,-,-,-,-,-,-,-,1,1,1,-,-,1,-,-,7,-,-,2,-,12,-,-
1636033003,3,十勝総合振興局清水町,南二条西３丁目,0,,,10,-,-,-,-,-,-,-,-,2,1,-,-,-,1,-,1,3,-,1,1,-,10,-,-
1636033004,3,十勝総合振興局清水町,南二条西４丁目,0,,,7,-,-,-,-,-,2,-,-,1,1,-,-,-,-,-,-,1,-,1,-,1,6,-,-
1636033005,3,十勝総合振興局清水町,南二条西５丁目,0,,,10,-,-,-,-,-,4,-,-,-,2,-,-,-,-,-,-,2,1,-,1,-,10,-,-
1636033006,3,十勝総合振興局清水町,南二条西６丁目,0,,,37,4,4,-,-,10,6,-,-,-,4,-,-,-,1,-,1,6,2,3,-,-,37,-,-
1636033007,3,十勝総合振興局清水町,南二条西７丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16360340,2,十勝総合振興局清水町,南三条西,0,,,65,2,2,-,-,8,8,-,-,4,10,-,1,11,2,1,-,6,2,4,5,1,61,2,1
1636034001,3,十勝総合振興局清水町,南三条西１丁目,2,34002,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1636034002,3,十勝総合振興局清水町,南三条西２丁目,1,,34001,12,-,-,-,-,-,-,-,-,-,1,-,-,9,-,-,-,-,-,-,2,-,12,-,-
1636034003,3,十勝総合振興局清水町,南三条西３丁目,0,,,13,-,-,-,-,4,1,-,-,-,2,-,-,-,-,1,-,2,1,1,1,-,13,-,-
1636034004,3,十勝総合振興局清水町,南三条西４丁目,0,,,15,1,1,-,-,1,-,-,-,1,2,-,-,2,1,-,-,3,1,2,-,1,11,2,1
1636034005,3,十勝総合振興局清水町,南三条西５丁目,0,,,18,1,1,-,-,2,5,-,-,2,3,-,-,-,1,-,-,1,-,1,2,-,18,-,-
1636034006,3,十勝総合振興局清水町,南三条西６丁目,0,,,7,-,-,-,-,1,2,-,-,1,2,-,1,-,-,-,-,-,-,-,-,-,7,-,-
16360350,2,十勝総合振興局清水町,南四条西,0,,,48,4,4,-,-,5,5,-,-,2,3,-,-,2,2,1,5,9,1,4,3,2,44,2,-
1636035001,3,十勝総合振興局清水町,南四条西１丁目,0,,,18,1,1,-,-,1,2,-,-,-,2,-,-,1,-,1,2,5,-,3,-,-,17,1,-
1636035002,3,十勝総合振興局清水町,南四条西２丁目,1,,35003,14,1,1,-,-,-,1,-,-,1,1,-,-,-,1,-,3,2,1,-,3,-,14,-,-
1636035003,3,十勝総合振興局清水町,南四条西３丁目,2,35002,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1636035004,3,十勝総合振興局清水町,南四条西４丁目,0,,,10,1,1,-,-,2,1,-,-,1,-,-,-,-,1,-,-,2,-,-,-,2,7,1,-
1636035005,3,十勝総合振興局清水町,南四条西５丁目,0,,,6,1,1,-,-,2,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,6,-,-
16360360,2,十勝総合振興局清水町,南五条西,0,,,20,1,1,-,-,5,1,-,-,-,-,-,-,1,2,-,5,1,1,2,-,1,18,1,-
1636036003,3,十勝総合振興局清水町,南五条西３丁目,2,36004,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1636036004,3,十勝総合振興局清水町,南五条西４丁目,1,,036003;036005;0370,20,1,1,-,-,5,1,-,-,-,-,-,-,1,2,-,5,1,1,2,-,1,18,1,-
1636036005,3,十勝総合振興局清水町,南五条西５丁目,2,36004,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
16360370,2,十勝総合振興局清水町,南六条西,2,36004,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
16360380,2,十勝総合振興局清水町,字清水,0,,,302,144,144,-,-,14,47,-,-,10,11,1,1,6,14,6,3,16,3,16,9,1,180,51,69
16360390,2,十勝総合振興局清水町,御影本通,0,,,67,6,6,-,-,4,8,-,-,3,12,1,2,2,3,4,2,8,1,4,4,3,53,8,3
1636039001,3,十勝総合振興局清水町,御影本通１丁目,0,,,13,-,-,-,-,1,2,-,-,1,1,-,-,-,1,1,-,3,-,1,-,2,11,-,-
1636039002,3,十勝総合振興局清水町,御影本通２丁目,0,,,15,1,1,-,-,1,2,-,-,-,2,-,-,-,1,3,1,1,1,-,2,-,10,3,2
1636039003,3,十勝総合振興局清水町,御影本通３丁目,0,,,20,5,5,-,-,-,3,-,-,1,6,1,-,-,1,-,-,-,-,3,-,-,16,3,1
1636039004,3,十勝総合振興局清水町,御影本通４丁目,0,,,11,-,-,-,-,2,-,-,-,1,2,-,2,2,-,-,-,1,-,-,-,1,8,2,-
1636039005,3,十勝総合振興局清水町,御影本通５丁目,0,,,8,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,1,3,-,-,2,-,8,-,-
16360400,2,十勝総合振興局清水町,御影西一条,0,,,40,1,1,-,-,2,2,-,1,2,4,1,-,-,1,4,6,5,1,7,3,-,37,3,-
1636040001,3,十勝総合振興局清水町,御影西一条１丁目,0,,,5,-,-,-,-,1,1,-,-,1,-,-,-,-,-,-,-,2,-,-,-,-,5,-,-
1636040002,3,十勝総合振興局清水町,御影西一条２丁目,0,,,8,-,-,-,-,-,-,-,1,1,1,-,-,-,1,1,-,-,-,3,-,-,7,1,-
1636040003,3,十勝総合振興局清水町,御影西一条３丁目,2,40004,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1636040004,3,十勝総合振興局清水町,御影西一条４丁目,1,,040003;040005,27,1,1,-,-,1,1,-,-,-,3,1,-,-,-,3,6,3,1,4,3,-,25,2,-
1636040005,3,十勝総合振興局清水町,御影西一条５丁目,2,40004,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
16360410,2,十勝総合振興局清水町,御影西二条,0,,,59,4,4,-,-,3,11,-,-,2,3,-,1,-,4,1,2,15,-,9,-,4,47,8,-
1636041001,3,十勝総合振興局清水町,御影西二条１丁目,2,41002,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1636041002,3,十勝総合振興局清水町,御影西二条２丁目,1,,41001,19,-,-,-,-,-,2,-,-,2,-,-,1,-,1,-,-,8,-,3,-,2,16,1,-
1636041003,3,十勝総合振興局清水町,御影西二条３丁目,2,41004,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1636041004,3,十勝総合振興局清水町,御影西二条４丁目,1,,041003;041005,40,4,4,-,-,3,9,-,-,-,3,-,-,-,3,1,2,7,-,6,-,2,31,7,-
1636041005,3,十勝総合振興局清水町,御影西二条５丁目,2,41004,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
16360420,2,十勝総合振興局清水町,御影西三条,0,,,15,2,2,-,-,3,-,-,-,1,1,-,-,-,-,-,-,7,-,-,1,-,15,-,-
1636042001,3,十勝総合振興局清水町,御影西三条１丁目,2,42002,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1636042002,3,十勝総合振興局清水町,御影西三条２丁目,1,,42001,6,2,2,-,-,2,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,6,-,-
1636042003,3,十勝総合振興局清水町,御影西三条３丁目,1,,42004,9,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,7,-,-,1,-,9,-,-
1636042004,3,十勝総合振興局清水町,御影西三条４丁目,2,42003,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
16360430,2,十勝総合振興局清水町,御影東一条,0,,,44,3,3,-,-,4,1,-,-,-,9,-,-,1,3,5,-,14,-,-,1,3,33,6,2
1636043001,3,十勝総合振興局清水町,御影東一条１丁目,0,,,9,3,3,-,-,-,1,-,-,-,-,-,-,-,-,2,-,2,-,-,-,1,8,-,-
1636043002,3,十勝総合振興局清水町,御影東一条２丁目,0,,,7,-,-,-,-,1,-,-,-,-,3,-,-,-,2,1,-,-,-,-,-,-,2,4,1
1636043003,3,十勝総合振興局清水町,御影東一条３丁目,1,,43004,16,-,-,-,-,2,-,-,-,-,5,-,-,1,-,-,-,5,-,-,1,2,11,2,1
1636043004,3,十勝総合振興局清水町,御影東一条４丁目,2,43003,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1636043005,3,十勝総合振興局清水町,御影東一条５丁目,0,,,12,-,-,-,-,1,-,-,-,-,1,-,-,-,1,2,-,7,-,-,-,-,12,-,-
16360440,2,十勝総合振興局清水町,御影東二条,1,,044001;044002,19,-,-,-,-,-,8,-,-,-,1,-,-,-,-,1,3,1,1,1,3,-,15,4,-
1636044001,3,十勝総合振興局清水町,御影東二条１丁目,2,440,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1636044002,3,十勝総合振興局清水町,御影東二条２丁目,2,440,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1636044003,3,十勝総合振興局清水町,御影東二条３丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1636044004,3,十勝総合振興局清水町,御影東二条４丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16360450,2,十勝総合振興局清水町,御影東三条,0,,,41,7,7,-,-,5,1,-,1,-,6,1,1,-,2,-,2,9,1,4,-,1,36,3,1
1636045001,3,十勝総合振興局清水町,御影東三条１丁目,0,,,9,-,-,-,-,2,1,-,-,-,1,-,1,-,-,-,1,2,-,1,-,-,9,-,-
1636045002,3,十勝総合振興局清水町,御影東三条２丁目,0,,,10,1,1,-,-,1,-,-,-,-,2,1,-,-,1,-,1,-,-,2,-,1,9,-,-
1636045003,3,十勝総合振興局清水町,御影東三条３丁目,0,,,7,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,3,1,1,-,-,7,-,-
1636045004,3,十勝総合振興局清水町,御影東三条４丁目,0,,,9,2,2,-,-,1,-,-,-,-,1,-,-,-,1,-,-,4,-,-,-,-,8,1,-
1636045005,3,十勝総合振興局清水町,御影東三条５丁目,0,,,6,4,4,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,3,2,1
16360460,2,十勝総合振興局清水町,御影東四条,0,,,97,10,10,-,-,10,9,1,1,2,14,-,1,2,10,2,1,22,3,4,4,1,91,4,1
1636046001,3,十勝総合振興局清水町,御影東四条１丁目,2,46002,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1636046002,3,十勝総合振興局清水町,御影東四条２丁目,1,,46001,33,3,3,-,-,2,3,-,1,1,4,-,-,-,4,-,-,10,2,1,2,-,33,-,-
1636046003,3,十勝総合振興局清水町,御影東四条３丁目,0,,,24,4,4,-,-,4,-,1,-,-,1,-,-,2,4,1,-,3,1,-,2,1,21,1,1
1636046004,3,十勝総合振興局清水町,御影東四条４丁目,0,,,21,3,3,-,-,1,2,-,-,1,6,-,1,-,1,-,1,3,-,2,-,-,18,3,-
1636046005,3,十勝総合振興局清水町,御影東四条５丁目,0,,,19,-,-,-,-,3,4,-,-,-,3,-,-,-,1,1,-,6,-,1,-,-,19,-,-
16360470,2,十勝総合振興局清水町,御影東五条,0,,,42,6,6,-,-,2,3,-,-,4,6,-,1,-,1,-,1,11,-,4,3,-,41,-,-
1636047001,3,十勝総合振興局清水町,御影東五条１丁目,0,,,9,2,2,-,-,2,-,-,-,-,2,-,-,-,-,-,-,2,-,1,-,-,9,-,-
1636047004,3,十勝総合振興局清水町,御影東五条４丁目,0,,,20,4,4,-,-,-,3,-,-,3,2,-,1,-,-,-,1,3,-,2,1,-,19,-,-
1636047005,3,十勝総合振興局清水町,御影東五条５丁目,0,,,13,-,-,-,-,-,-,-,-,1,2,-,-,-,1,-,-,6,-,1,2,-,13,-,-
1636047006,3,十勝総合振興局清水町,御影東五条６丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16360480,2,十勝総合振興局清水町,御影東六条,0,,,70,6,6,-,-,3,5,-,-,4,14,-,-,1,1,3,5,13,4,5,6,-,67,3,-
1636048001,3,十勝総合振興局清水町,御影東六条１丁目,2,530,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1636048004,3,十勝総合振興局清水町,御影東六条４丁目,0,,,33,4,4,-,-,1,3,-,-,2,8,-,-,-,1,2,2,6,-,1,3,-,32,1,-
1636048005,3,十勝総合振興局清水町,御影東六条５丁目,0,,,24,1,1,-,-,1,2,-,-,1,5,-,-,1,-,1,2,4,1,3,2,-,23,1,-
1636048006,3,十勝総合振興局清水町,御影東六条６丁目,0,,,13,1,1,-,-,1,-,-,-,1,1,-,-,-,-,-,1,3,3,1,1,-,12,1,-
16360490,2,十勝総合振興局清水町,御影東七条,0,,,53,3,3,-,-,1,5,1,1,2,7,1,-,2,1,2,2,14,2,5,3,1,49,2,-
1636049001,3,十勝総合振興局清水町,御影東七条１丁目,2,530,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1636049004,3,十勝総合振興局清水町,御影東七条４丁目,0,,,37,1,1,-,-,-,2,1,1,1,4,1,-,2,1,-,2,11,2,5,2,1,34,1,-
1636049005,3,十勝総合振興局清水町,御影東七条５丁目,0,,,16,2,2,-,-,1,3,-,-,1,3,-,-,-,-,2,-,3,-,-,1,-,15,1,-
16360500,2,十勝総合振興局清水町,御影東一条南,0,,,80,5,5,-,-,6,12,-,1,4,12,2,-,1,4,4,2,9,5,8,5,-,71,8,1
1636050001,3,十勝総合振興局清水町,御影東一条南１丁目,0,,,12,2,2,-,-,-,1,-,-,1,1,-,-,1,2,1,-,-,-,2,1,-,12,-,-
1636050002,3,十勝総合振興局清水町,御影東一条南２丁目,0,,,29,1,1,-,-,2,7,-,-,2,7,-,-,-,2,1,-,2,1,2,2,-,28,1,-
1636050003,3,十勝総合振興局清水町,御影東一条南３丁目,0,,,39,2,2,-,-,4,4,-,1,1,4,2,-,-,-,2,2,7,4,4,2,-,31,7,1
16360510,2,十勝総合振興局清水町,御影東二条南,0,,,91,16,16,-,-,3,7,-,1,5,12,-,-,2,3,1,6,23,2,8,2,-,86,4,1
1636051001,3,十勝総合振興局清水町,御影東二条南１丁目,0,,,38,11,11,-,-,-,1,-,1,2,4,-,-,2,1,1,1,11,1,2,-,-,37,1,-
1636051002,3,十勝総合振興局清水町,御影東二条南２丁目,0,,,22,4,4,-,-,2,2,-,-,1,3,-,-,-,-,-,2,5,-,2,1,-,18,3,1
