KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T000865001,T000865002,T000865003,T000865004,T000865005,T000865006,T000865007,T000865008,T000865009,T000865010,T000865011,T000865012,T000865013,T000865014,T000865015,T000865016,T000865017,T000865018,T000865019,T000865020,T000865021,T000865022,T000865023,T000865024,T000865025
,,,,,,,総数,Ａ　農業、林業,　うち農業,Ｂ　漁業,Ｃ　鉱業、採石業、砂利採取業,Ｄ　建設業,Ｅ　製造業,Ｆ　電気・ガス・熱供給・水道業,Ｇ　情報通信業,Ｈ　運輸業、郵便業,Ｉ　卸売業、小売業,Ｊ　金融業、保険業,Ｋ　不動産業、物品賃貸業,Ｌ　学術研究、専門・技術サービス業,Ｍ　宿泊業、飲食サービス業,Ｎ　生活関連サービス業、娯楽業,Ｏ　教育、学習支援業,Ｐ　医療、福祉,Ｑ　複合サービス事業,Ｒ　サービス業（他に分類されないもの）,Ｓ　公務（他に分類されるものを除く）,Ｔ　分類不能の産業,雇用者（役員を含む）,自営業主（家庭内職者を含む）,家族従業者
12041530,2,旭川市,曙北三条,0,,,54,-,-,-,-,7,6,-,-,1,9,-,2,3,6,1,1,10,1,5,1,1,46,6,1
1204153006,3,旭川市,曙北三条６丁目,0,,,16,-,-,-,-,2,3,-,-,-,4,-,-,-,1,-,-,3,-,1,1,1,13,2,-
1204153007,3,旭川市,曙北三条７丁目,0,,,38,-,-,-,-,5,3,-,-,1,5,-,2,3,5,1,1,7,1,4,-,-,33,4,1
12041610,2,旭川市,亀吉一条,0,,,166,2,2,-,-,11,9,1,3,6,32,10,4,3,12,5,7,28,1,12,5,15,138,10,4
1204161001,3,旭川市,亀吉一条１丁目,0,,,85,1,1,-,-,5,1,-,-,4,15,5,3,3,5,4,6,12,1,5,3,12,67,5,2
1204161002,3,旭川市,亀吉一条２丁目,0,,,55,1,1,-,-,4,5,1,2,1,13,3,1,-,5,1,-,11,-,5,1,1,49,3,2
1204161003,3,旭川市,亀吉一条３丁目,0,,,26,-,-,-,-,2,3,-,1,1,4,2,-,-,2,-,1,5,-,2,1,2,22,2,-
12041620,2,旭川市,亀吉二条,0,,,110,-,-,-,-,10,11,2,2,3,25,2,1,3,5,3,3,19,5,10,3,3,103,2,1
1204162001,3,旭川市,亀吉二条１丁目,0,,,51,-,-,-,-,5,3,2,1,2,13,-,-,-,1,1,2,10,2,6,2,1,46,2,1
1204162002,3,旭川市,亀吉二条２丁目,0,,,23,-,-,-,-,4,1,-,-,-,3,1,1,2,-,-,-,6,2,2,-,1,22,-,-
1204162003,3,旭川市,亀吉二条３丁目,0,,,36,-,-,-,-,1,7,-,1,1,9,1,-,1,4,2,1,3,1,2,1,1,35,-,-
12041630,2,旭川市,亀吉三条,0,,,134,-,-,-,-,7,12,-,5,5,25,-,3,1,4,8,8,29,-,12,5,10,116,8,3
1204163001,3,旭川市,亀吉三条１丁目,0,,,54,-,-,-,-,2,3,-,1,2,9,-,-,-,-,5,2,16,-,6,2,6,45,2,1
1204163002,3,旭川市,亀吉三条２丁目,0,,,46,-,-,-,-,3,5,-,2,2,9,-,1,1,2,1,3,9,-,5,2,1,41,4,1
1204163003,3,旭川市,亀吉三条３丁目,0,,,34,-,-,-,-,2,4,-,2,1,7,-,2,-,2,2,3,4,-,1,1,3,30,2,1
12041690,2,旭川市,江丹別町春日,0,,,15,4,4,-,-,4,1,-,-,-,2,-,-,1,1,-,1,-,-,1,-,-,10,2,3
12041710,2,旭川市,常盤通,0,,,106,-,-,-,-,1,9,2,-,1,16,4,3,2,12,7,8,26,1,6,4,4,88,12,3
1204171001,3,旭川市,常盤通１丁目,0,,,30,-,-,-,-,-,3,2,-,1,4,2,-,1,-,1,5,9,-,-,-,2,26,1,-
1204171002,3,旭川市,常盤通２丁目,0,,,19,-,-,-,-,-,-,-,-,-,4,-,-,1,4,4,1,2,1,-,1,1,12,5,2
1204171003,3,旭川市,常盤通３丁目,0,,,57,-,-,-,-,1,6,-,-,-,8,2,3,-,8,2,2,15,-,6,3,1,50,6,1
12041720,2,旭川市,中常盤町,0,,,88,1,1,-,-,5,3,-,5,1,17,3,2,2,7,5,4,16,1,11,-,5,62,16,5
1204172001,3,旭川市,中常盤町１丁目,0,,,36,-,-,-,-,4,1,-,2,-,7,1,1,-,2,2,3,7,1,2,-,3,24,6,3
1204172002,3,旭川市,中常盤町２丁目,0,,,34,-,-,-,-,1,2,-,3,-,6,1,-,2,5,1,-,8,-,3,-,2,28,3,1
1204172003,3,旭川市,中常盤町３丁目,0,,,18,1,1,-,-,-,-,-,-,1,4,1,1,-,-,2,1,1,-,6,-,-,10,7,1
12041730,2,旭川市,上常盤町,0,,,16,-,-,-,-,-,1,-,-,1,4,-,-,1,-,1,-,3,-,2,3,-,15,1,-
1204173001,3,旭川市,上常盤町１丁目,0,,,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,2,-,4,1,-
1204173002,3,旭川市,上常盤町２丁目,0,,,11,-,-,-,-,-,1,-,-,1,4,-,-,1,-,-,-,3,-,-,1,-,11,-,-
12041740,2,旭川市,常磐公園,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12041811,2,旭川市,宮前一条,0,,,520,4,3,-,1,14,19,9,8,182,69,15,10,7,21,22,25,62,4,23,19,6,499,11,2
1204181101,3,旭川市,宮前一条１丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1204181102,3,旭川市,宮前一条２丁目,0,,,51,-,-,-,-,2,7,-,2,-,24,1,1,2,3,1,2,4,1,-,-,1,50,-,-
1204181103,3,旭川市,宮前一条３丁目,0,,,92,-,-,-,-,1,-,-,-,90,-,-,-,-,-,-,-,-,-,1,-,-,92,-,-
1204181104,3,旭川市,宮前一条４丁目,0,,,377,4,3,-,1,11,12,9,6,92,45,14,9,5,18,21,23,58,3,22,19,5,357,11,2
1204181105,3,旭川市,宮前一条５丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12041812,2,旭川市,宮前二条,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1204181201,3,旭川市,宮前二条１丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1204181202,3,旭川市,宮前二条２丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1204181203,3,旭川市,宮前二条３丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12042010,2,旭川市,西神楽南一条,0,,,157,12,10,-,-,8,20,1,6,12,26,4,3,-,6,9,10,15,6,11,4,4,140,11,6
1204201001,3,旭川市,西神楽南一条１丁目,0,,,29,2,-,-,-,5,8,-,2,1,3,-,-,-,-,1,4,3,-,-,-,-,27,-,2
1204201002,3,旭川市,西神楽南一条２丁目,0,,,28,3,3,-,-,-,2,-,-,-,7,1,-,-,5,5,-,1,-,4,-,-,19,5,4
1204201003,3,旭川市,西神楽南一条３丁目,0,,,55,4,4,-,-,2,2,1,4,8,9,2,3,-,-,1,3,4,5,2,4,1,53,2,-
1204201004,3,旭川市,西神楽南一条４丁目,0,,,45,3,3,-,-,1,8,-,-,3,7,1,-,-,1,2,3,7,1,5,-,3,41,4,-
12042020,2,旭川市,西神楽南二条,0,,,158,9,9,-,-,11,18,1,1,11,28,1,1,2,6,10,7,21,9,14,2,6,141,11,5
1204202001,3,旭川市,西神楽南二条１丁目,0,,,26,1,1,-,-,-,4,-,1,1,3,1,-,1,2,2,1,5,3,1,-,-,25,1,-
1204202002,3,旭川市,西神楽南二条２丁目,0,,,32,4,4,-,-,1,2,-,-,1,8,-,-,-,2,2,1,5,-,3,1,2,23,5,4
1204202003,3,旭川市,西神楽南二条３丁目,0,,,46,3,3,-,-,5,6,1,-,4,9,-,1,-,1,3,3,4,2,2,1,1,45,1,-
1204202004,3,旭川市,西神楽南二条４丁目,0,,,54,1,1,-,-,5,6,-,-,5,8,-,-,1,1,3,2,7,4,8,-,3,48,4,1
12042110,2,旭川市,豊岡一条,0,,,789,11,9,-,-,70,80,2,9,41,166,22,17,16,42,27,34,133,8,58,25,28,699,50,15
1204211001,3,旭川市,豊岡一条１丁目,0,,,118,1,1,-,-,6,8,-,-,3,25,7,3,1,9,4,7,28,1,6,8,1,104,11,3
1204211002,3,旭川市,豊岡一条２丁目,0,,,102,1,1,-,-,9,14,1,-,4,17,2,-,2,9,3,4,20,1,6,4,5,94,3,1
1204211003,3,旭川市,豊岡一条３丁目,0,,,39,-,-,-,-,5,6,-,-,-,8,-,-,2,3,1,-,9,-,2,1,2,35,1,1
1204211004,3,旭川市,豊岡一条４丁目,0,,,46,-,-,-,-,4,6,-,2,1,7,-,3,2,5,3,1,4,-,3,1,4,39,4,1
1204211005,3,旭川市,豊岡一条５丁目,0,,,22,1,1,-,-,1,6,-,-,2,6,-,2,-,1,1,-,-,-,1,1,-,17,4,1
1204211006,3,旭川市,豊岡一条６丁目,0,,,116,-,-,-,-,8,13,-,3,13,18,6,3,2,7,5,5,19,-,10,1,3,105,5,2
1204211007,3,旭川市,豊岡一条７丁目,0,,,104,-,-,-,-,13,6,-,2,2,28,2,3,1,4,4,2,18,4,7,2,6,92,6,-
1204211008,3,旭川市,豊岡一条８丁目,0,,,83,2,1,-,-,7,12,-,-,4,21,1,1,1,1,4,6,12,2,7,-,2,71,7,1
1204211009,3,旭川市,豊岡一条９丁目,0,,,27,-,-,-,-,5,-,-,-,2,8,-,2,1,1,1,1,2,-,4,-,-,26,1,-
1204211010,3,旭川市,豊岡一条１０丁目,0,,,132,6,5,-,-,12,9,1,2,10,28,4,-,4,2,1,8,21,-,12,7,5,116,8,5
12042120,2,旭川市,豊岡二条,0,,,1529,19,17,-,1,129,140,3,16,72,269,50,25,41,96,61,57,296,26,112,59,57,1352,121,21
1204212001,3,旭川市,豊岡二条１丁目,0,,,184,2,2,-,-,12,13,-,3,7,28,10,3,3,11,3,9,54,1,16,8,1,171,8,3
1204212002,3,旭川市,豊岡二条２丁目,0,,,165,2,2,-,-,16,13,-,-,4,30,2,4,5,5,4,3,45,5,17,6,4,146,14,1
1204212003,3,旭川市,豊岡二条３丁目,0,,,145,-,-,-,1,11,20,-,3,8,24,7,4,2,13,7,2,20,3,10,4,6,128,9,2
1204212004,3,旭川市,豊岡二条４丁目,0,,,116,1,1,-,-,15,14,-,3,4,21,6,1,2,6,6,2,15,1,6,8,5,102,10,1
1204212005,3,旭川市,豊岡二条５丁目,0,,,189,1,1,-,-,23,21,-,3,7,37,3,5,3,15,4,5,30,3,14,7,8,169,14,2
1204212006,3,旭川市,豊岡二条６丁目,0,,,218,5,3,-,-,12,22,-,1,15,38,8,2,8,17,17,6,35,1,14,6,11,188,20,5
1204212007,3,旭川市,豊岡二条７丁目,0,,,158,2,2,-,-,14,12,2,2,10,30,5,4,3,7,4,13,30,2,11,3,4,144,9,1
1204212008,3,旭川市,豊岡二条８丁目,0,,,185,2,2,-,-,16,20,-,1,10,31,4,1,7,14,8,6,26,7,15,8,9,157,19,4
1204212009,3,旭川市,豊岡二条９丁目,0,,,60,3,3,-,-,5,4,1,-,3,9,2,-,3,5,1,3,13,1,6,1,-,53,6,1
1204212010,3,旭川市,豊岡二条１０丁目,0,,,109,1,1,-,-,5,1,-,-,4,21,3,1,5,3,7,8,28,2,3,8,9,94,12,1
12042130,2,旭川市,豊岡三条,0,,,678,10,10,-,-,74,80,6,5,38,108,16,7,27,29,20,27,127,17,33,26,28,608,42,8
1204213001,3,旭川市,豊岡三条１丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1204213002,3,旭川市,豊岡三条２丁目,0,,,136,1,1,-,-,7,10,-,1,8,23,3,2,7,6,3,4,37,3,-,12,9,123,4,2
1204213003,3,旭川市,豊岡三条３丁目,0,,,63,-,-,-,-,5,9,-,1,2,12,2,2,2,1,3,2,13,1,4,3,1,55,6,1
1204213004,3,旭川市,豊岡三条４丁目,0,,,101,1,1,-,-,7,16,1,1,2,16,4,-,4,5,3,14,17,2,4,1,3,91,5,2
1204213005,3,旭川市,豊岡三条５丁目,0,,,63,1,1,-,-,7,11,-,-,3,10,1,-,2,1,5,2,8,2,5,2,3,56,6,-
1204213006,3,旭川市,豊岡三条６丁目,0,,,96,2,2,-,-,18,10,-,1,10,18,1,-,3,7,2,-,10,2,5,2,5,83,8,-
1204213007,3,旭川市,豊岡三条７丁目,0,,,41,2,2,-,-,5,5,2,-,4,5,-,-,3,1,-,-,6,2,4,-,2,37,3,1
1204213008,3,旭川市,豊岡三条８丁目,0,,,106,3,3,-,-,16,17,1,-,4,18,3,1,1,4,3,2,18,1,7,3,4,97,5,1
1204213009,3,旭川市,豊岡三条９丁目,0,,,11,-,-,-,-,3,-,-,-,-,-,1,-,2,-,-,1,3,-,-,1,-,11,-,-
1204213010,3,旭川市,豊岡三条１０丁目,0,,,61,-,-,-,-,6,2,2,1,5,6,1,2,3,4,1,2,15,4,4,2,1,55,5,1
12042140,2,旭川市,豊岡四条,0,,,1294,24,23,1,-,138,125,8,9,68,238,24,25,23,77,62,47,233,17,71,40,64,1104,107,33
1204214001,3,旭川市,豊岡四条１丁目,0,,,68,2,2,-,-,5,10,-,-,3,14,2,2,1,5,3,1,13,1,3,1,2,54,9,4
1204214002,3,旭川市,豊岡四条２丁目,0,,,69,-,-,-,-,5,5,1,-,2,28,2,1,4,3,4,2,8,-,2,-,2,51,10,6
1204214003,3,旭川市,豊岡四条３丁目,0,,,148,2,2,-,-,17,12,-,2,5,36,2,5,1,9,8,5,24,2,5,4,9,130,8,1
1204214004,3,旭川市,豊岡四条４丁目,0,,,50,-,-,-,-,2,7,1,1,2,5,1,-,-,2,5,3,13,-,7,1,-,46,2,2
1204214005,3,旭川市,豊岡四条５丁目,0,,,139,3,3,-,-,17,11,1,-,4,21,6,7,3,11,5,6,15,-,11,2,16,109,14,6
1204214006,3,旭川市,豊岡四条６丁目,0,,,198,5,5,-,-,22,18,4,1,12,36,3,4,4,8,15,3,33,2,10,5,13,165,20,4
1204214007,3,旭川市,豊岡四条７丁目,0,,,168,7,7,-,-,23,16,-,1,11,20,1,-,2,14,6,5,39,3,7,2,11,137,16,4
1204214008,3,旭川市,豊岡四条８丁目,0,,,154,3,3,1,-,26,19,1,1,12,25,1,1,1,10,5,5,24,1,6,4,8,139,8,1
1204214009,3,旭川市,豊岡四条９丁目,0,,,45,-,-,-,-,2,4,-,-,2,8,3,1,-,3,2,3,9,3,4,1,-,39,4,2
1204214010,3,旭川市,豊岡四条１０丁目,0,,,199,2,1,-,-,17,20,-,2,14,36,3,3,6,10,8,12,38,3,14,10,1,185,12,2
1204214011,3,旭川市,豊岡四条１１丁目,0,,,56,-,-,-,-,2,3,-,1,1,9,-,1,1,2,1,2,17,2,2,10,2,49,4,1
12042150,2,旭川市,豊岡五条,0,,,1249,21,19,-,-,132,118,5,15,62,235,32,26,31,67,50,53,231,12,70,33,56,1092,93,26
1204215001,3,旭川市,豊岡五条１丁目,0,,,192,3,2,-,-,18,19,-,-,10,37,1,5,2,16,11,6,35,2,17,2,8,172,13,4
1204215002,3,旭川市,豊岡五条２丁目,0,,,175,4,3,-,-,18,15,2,1,6,33,12,5,3,8,5,6,36,1,10,4,6,157,12,-
1204215003,3,旭川市,豊岡五条３丁目,0,,,213,4,4,-,-,17,15,1,-,8,38,3,5,8,14,9,9,52,2,9,9,10,188,15,3
1204215004,3,旭川市,豊岡五条４丁目,0,,,75,-,-,-,-,6,7,-,3,4,17,-,2,3,3,2,1,14,-,7,-,6,58,6,5
1204215005,3,旭川市,豊岡五条５丁目,0,,,117,3,3,-,-,14,14,1,2,5,23,4,-,3,9,4,5,18,2,4,1,5,99,13,3
1204215006,3,旭川市,豊岡五条６丁目,0,,,101,2,2,-,-,13,10,-,-,5,22,3,-,1,4,5,5,14,1,5,2,9,82,10,1
1204215007,3,旭川市,豊岡五条７丁目,0,,,115,2,2,-,-,13,12,-,2,6,29,2,2,1,6,6,3,14,-,9,3,5,99,7,5
1204215008,3,旭川市,豊岡五条８丁目,0,,,81,1,1,-,-,15,7,-,2,5,12,1,3,4,1,-,1,16,4,4,3,2,77,4,-
1204215009,3,旭川市,豊岡五条９丁目,0,,,36,-,-,-,-,-,4,-,2,3,5,-,3,-,-,1,6,6,-,1,3,2,33,2,1
1204215010,3,旭川市,豊岡五条１０丁目,0,,,78,1,1,-,-,8,8,-,2,6,10,5,-,2,4,4,10,11,-,1,3,3,68,5,3
1204215011,3,旭川市,豊岡五条１１丁目,0,,,66,1,1,-,-,10,7,1,1,4,9,1,1,4,2,3,1,15,-,3,3,-,59,6,1
12042160,2,旭川市,豊岡六条,0,,,1758,17,14,-,1,177,150,10,17,94,317,48,33,43,98,71,81,307,24,117,77,76,1531,136,42
1204216001,3,旭川市,豊岡六条１丁目,0,,,193,2,2,-,-,14,17,-,2,11,40,5,3,-,20,10,4,37,1,14,6,7,176,8,3
1204216002,3,旭川市,豊岡六条２丁目,0,,,144,-,-,-,-,9,14,1,1,6,29,3,2,3,7,4,6,25,1,14,6,13,117,15,2
1204216003,3,旭川市,豊岡六条３丁目,0,,,133,-,-,-,-,16,8,1,1,6,34,1,4,2,12,7,4,14,2,14,3,4,113,15,3
1204216004,3,旭川市,豊岡六条４丁目,0,,,140,1,1,-,-,13,18,-,-,8,27,4,5,5,9,9,5,20,-,7,4,5,118,10,8
1204216005,3,旭川市,豊岡六条５丁目,0,,,167,4,4,-,-,23,12,1,3,7,25,3,3,3,9,5,4,34,4,14,5,8,138,21,4
1204216006,3,旭川市,豊岡六条６丁目,0,,,234,7,5,-,-,30,18,-,1,8,53,3,3,9,8,9,9,37,2,19,6,12,209,16,4
1204216007,3,旭川市,豊岡六条７丁目,0,,,169,-,-,-,-,17,10,1,4,20,26,5,2,2,6,10,11,30,1,6,4,14,145,12,5
1204216008,3,旭川市,豊岡六条８丁目,0,,,204,1,1,-,-,18,20,2,3,11,28,9,10,6,11,5,8,41,4,12,12,3,184,17,2
1204216009,3,旭川市,豊岡六条９丁目,0,,,40,1,1,-,-,2,3,-,-,3,10,2,-,1,1,1,2,8,2,3,1,-,38,1,1
1204216010,3,旭川市,豊岡六条１０丁目,0,,,203,-,-,-,-,23,21,1,1,9,32,7,1,8,10,10,15,38,3,9,11,4,175,17,7
1204216011,3,旭川市,豊岡六条１１丁目,0,,,131,1,-,-,1,12,9,3,1,5,13,6,-,4,5,1,13,23,4,5,19,6,118,4,3
12042170,2,旭川市,豊岡七条,0,,,955,15,15,-,-,92,83,6,6,41,170,34,22,20,50,58,38,188,12,66,30,24,822,85,24
1204217001,3,旭川市,豊岡七条１丁目,0,,,64,3,3,-,-,7,2,-,1,2,14,1,1,1,4,9,-,8,-,8,-,3,48,9,-
1204217002,3,旭川市,豊岡七条２丁目,0,,,99,3,3,-,-,9,11,1,-,5,20,3,4,2,5,1,1,19,-,11,3,1,84,12,3
1204217003,3,旭川市,豊岡七条３丁目,0,,,94,-,-,-,-,14,7,-,2,2,20,11,2,3,6,10,3,8,-,4,-,2,73,13,6
1204217004,3,旭川市,豊岡七条４丁目,0,,,106,-,-,-,-,10,11,-,1,4,16,4,1,4,8,4,5,16,3,9,3,7,91,9,1
1204217005,3,旭川市,豊岡七条５丁目,0,,,86,1,1,-,-,12,14,-,-,4,14,1,1,1,3,4,5,14,1,8,1,2,69,8,3
1204217006,3,旭川市,豊岡七条６丁目,0,,,101,3,3,-,-,7,9,1,-,5,16,2,3,2,5,4,4,21,4,8,5,2,92,8,-
1204217007,3,旭川市,豊岡七条７丁目,0,,,137,-,-,-,-,9,8,1,-,8,26,3,7,-,9,12,4,36,-,5,8,1,123,9,5
1204217008,3,旭川市,豊岡七条８丁目,0,,,60,2,2,-,-,6,8,-,2,5,11,1,1,2,1,5,2,9,-,2,3,-,54,4,2
1204217009,3,旭川市,豊岡七条９丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1204217010,3,旭川市,豊岡七条１０丁目,0,,,103,1,1,-,-,10,5,2,-,3,19,7,2,3,2,7,7,22,1,7,2,3,93,6,1
1204217011,3,旭川市,豊岡七条１１丁目,0,,,105,2,2,-,-,8,8,1,-,3,14,1,-,2,7,2,7,35,3,4,5,3,95,7,3
12042180,2,旭川市,豊岡八条,0,,,1168,9,9,-,-,136,102,6,11,64,233,20,26,28,69,44,38,209,15,59,28,71,988,110,19
1204218001,3,旭川市,豊岡八条１丁目,0,,,132,-,-,-,-,13,11,1,-,2,24,1,4,2,9,5,8,31,2,8,5,6,113,12,1
1204218002,3,旭川市,豊岡八条２丁目,0,,,180,3,3,-,-,25,18,-,2,12,33,2,5,3,9,4,2,33,1,11,2,15,157,17,1
1204218003,3,旭川市,豊岡八条３丁目,0,,,210,1,1,-,-,25,13,1,1,10,38,4,6,4,17,10,5,32,5,7,12,19,179,14,3
1204218004,3,旭川市,豊岡八条４丁目,0,,,140,-,-,-,-,12,17,-,3,8,39,3,4,-,11,4,3,23,-,6,-,7,116,16,3
1204218005,3,旭川市,豊岡八条５丁目,0,,,127,-,-,-,-,22,15,1,3,7,20,3,3,1,5,3,1,22,2,6,2,11,106,10,1
1204218006,3,旭川市,豊岡八条６丁目,0,,,52,-,-,-,-,8,4,-,-,3,13,-,-,3,3,2,3,7,-,3,-,3,44,7,1
1204218007,3,旭川市,豊岡八条７丁目,0,,,122,3,3,-,-,14,14,-,-,9,26,1,2,3,4,9,5,17,-,8,-,7,98,12,3
1204218008,3,旭川市,豊岡八条８丁目,0,,,130,2,2,-,-,13,6,1,-,9,30,5,2,9,9,4,6,24,1,5,3,1,106,18,6
1204218009,3,旭川市,豊岡八条９丁目,0,,,30,-,-,-,-,2,2,-,1,-,4,-,-,1,1,1,2,8,-,4,2,2,26,2,-
1204218010,3,旭川市,豊岡八条１０丁目,0,,,45,-,-,-,-,2,2,2,1,4,6,1,-,2,1,2,3,12,4,1,2,-,43,2,-
1204218011,3,旭川市,豊岡八条１１丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12042190,2,旭川市,豊岡九条,0,,,983,16,14,-,-,105,84,7,14,46,149,25,17,23,52,35,49,194,17,58,46,46,878,55,16
1204219001,3,旭川市,豊岡九条１丁目,0,,,87,1,1,-,-,6,8,2,2,4,11,5,2,2,1,1,5,19,9,2,2,5,81,3,-
1204219002,3,旭川市,豊岡九条２丁目,0,,,99,1,1,-,-,12,5,-,2,7,15,2,2,1,7,5,3,19,2,6,2,8,83,9,2
1204219003,3,旭川市,豊岡九条３丁目,0,,,93,4,4,-,-,17,10,2,1,2,11,1,2,2,3,3,2,15,1,6,4,7,83,3,1
1204219004,3,旭川市,豊岡九条４丁目,0,,,85,-,-,-,-,7,5,-,2,7,14,4,-,2,7,5,2,17,-,4,2,7,64,10,5
1204219005,3,旭川市,豊岡九条５丁目,0,,,182,-,-,-,-,25,20,-,2,6,37,-,1,2,11,6,7,27,1,14,10,13,153,15,4
1204219006,3,旭川市,豊岡九条６丁目,0,,,78,2,2,-,-,6,7,-,-,2,10,4,2,-,4,6,7,10,1,10,5,2,74,2,1
1204219007,3,旭川市,豊岡九条７丁目,0,,,88,3,3,-,-,4,8,-,3,8,13,2,4,3,7,-,7,17,1,2,4,2,82,3,1
1204219008,3,旭川市,豊岡九条８丁目,0,,,96,3,2,-,-,5,11,-,1,6,13,4,2,3,4,4,4,26,1,6,1,2,88,5,2
1204219009,3,旭川市,豊岡九条９丁目,0,,,31,-,-,-,-,5,1,-,-,1,4,1,-,2,1,-,-,11,-,2,3,-,31,-,-
1204219010,3,旭川市,豊岡九条１０丁目,0,,,37,1,-,-,-,4,-,1,-,1,7,1,-,1,1,-,2,10,1,1,6,-,36,1,-
1204219011,3,旭川市,豊岡九条１１丁目,0,,,107,1,1,-,-,14,9,2,1,2,14,1,2,5,6,5,10,23,-,5,7,-,103,4,-
12042200,2,旭川市,豊岡十条,0,,,922,13,13,-,-,102,81,5,5,53,202,18,14,24,32,36,50,161,14,47,31,34,815,76,11
1204220001,3,旭川市,豊岡十条１丁目,0,,,62,1,1,-,-,3,4,-,1,2,18,2,2,4,-,2,3,14,-,1,3,2,59,2,1
1204220002,3,旭川市,豊岡十条２丁目,0,,,123,1,1,-,-,16,8,-,-,6,26,1,2,3,4,3,6,24,3,8,6,6,118,4,-
1204220003,3,旭川市,豊岡十条３丁目,0,,,53,1,1,-,-,8,7,-,-,4,11,-,-,-,5,3,2,7,-,3,1,1,43,5,2
1204220004,3,旭川市,豊岡十条４丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1204220005,3,旭川市,豊岡十条５丁目,0,,,76,-,-,-,-,13,8,1,-,5,15,-,2,2,2,9,1,9,2,1,3,3,62,12,1
1204220006,3,旭川市,豊岡十条６丁目,0,,,145,1,1,-,-,11,16,1,-,8,37,1,1,1,9,9,4,24,2,6,4,10,128,9,1
1204220007,3,旭川市,豊岡十条７丁目,0,,,89,4,4,-,-,8,5,-,-,9,22,1,1,-,4,4,6,10,1,7,3,4,69,14,2
1204220008,3,旭川市,豊岡十条８丁目,0,,,129,2,2,-,-,11,12,2,1,8,31,3,3,3,4,2,7,24,2,8,1,5,115,12,-
1204220009,3,旭川市,豊岡十条９丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1204220010,3,旭川市,豊岡十条１０丁目,0,,,155,1,1,-,-,28,18,-,1,8,26,5,2,8,4,1,9,29,3,7,2,3,141,10,2
1204220011,3,旭川市,豊岡十条１１丁目,0,,,90,2,2,-,-,4,3,1,2,3,16,5,1,3,-,3,12,20,1,6,8,-,80,8,2
12042210,2,旭川市,豊岡十一条,0,,,888,13,12,1,1,104,85,3,8,49,148,15,15,26,55,37,25,162,15,61,24,41,793,61,9
1204221001,3,旭川市,豊岡十一条１丁目,0,,,32,2,2,1,-,2,1,-,-,-,6,-,1,1,4,1,2,6,-,3,2,-,28,2,2
1204221002,3,旭川市,豊岡十一条２丁目,0,,,102,1,1,-,-,14,8,-,2,2,13,1,6,2,8,4,2,18,2,4,3,12,89,6,1
1204221003,3,旭川市,豊岡十一条３丁目,1,,221004,122,1,1,-,-,17,13,-,1,5,13,2,1,5,8,4,5,23,2,12,3,7,106,10,1
1204221004,3,旭川市,豊岡十一条４丁目,2,221003,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1204221005,3,旭川市,豊岡十一条５丁目,0,,,128,2,1,-,-,15,16,-,1,11,24,2,1,3,8,7,2,17,2,8,3,6,119,6,-
1204221006,3,旭川市,豊岡十一条６丁目,0,,,111,3,3,-,-,11,11,-,1,7,16,1,1,1,7,5,4,20,1,12,2,8,94,10,1
1204221007,3,旭川市,豊岡十一条７丁目,0,,,118,2,2,-,-,11,14,1,-,9,23,3,-,3,7,10,2,24,2,2,1,4,105,9,1
1204221008,3,旭川市,豊岡十一条８丁目,0,,,109,2,2,-,1,13,5,-,-,12,22,1,2,2,9,2,5,19,3,9,2,-,102,6,1
1204221009,3,旭川市,豊岡十一条９丁目,0,,,24,-,-,-,-,3,4,1,-,-,7,2,-,-,1,-,-,4,-,1,-,1,22,1,-
1204221010,3,旭川市,豊岡十一条１０丁目,0,,,106,-,-,-,-,14,11,1,3,3,19,2,3,7,3,1,3,19,-,8,6,3,96,8,1
